text,label,query_index
"My card info was stolen, what do I do?",needs_troubleshooting,06bc69077c1d
"A cheque deposit hasn't posted to my account, when will my balance update?",needs_troubleshooting,d2acb727e433
I topped up but it didn't complete,top_up_queries_or_issues,7e8cb0410440
Can I change my name?  I am not married.,,a41tdca8c9a1
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,needs_troubleshooting,95ab4db52ff5
Where can I get a card in the EU?,other,d4fd53290ff4
Can I use my virtual card to complete transactions for memberships?,needs_troubleshooting,fc82cab4c2a2
Can you tell me what I need to do for the identity check process?,other,b9ddae6dabd5
I could not transfer to a beneficiary,needs_troubleshooting,b854ffcae837
I noticed an extra fee when I paid with my card.,needs_troubleshooting,2e786c3a0bf0
Will the system automatically update once there is no more money left?,top_up_queries_or_issues,931f68f4eb60
How do I reactivate a card I thought I lost?,card_queries_or_issues,3fbca5073f1b
Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money.,needs_troubleshooting,6fb247481e14
"Salary in GBP has been received, does it need to be configured elsewhere?",other,cbe18edf7efd
Do you need to know my first and last name?,other,23ab6165c492
Is the 1 pound charge going to be reimbursed on my card?,needs_troubleshooting,2e28dd15f46b
Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about.,needs_troubleshooting,928fb2e1ab40
I was charged a fee when buying stuff with my card.,needs_troubleshooting,9498ed15c673
Can you tell me the cost of a transfer?,top_up_queries_or_issues,2b739dcad8bf
An extra fee has been added to my card payment is this correct?,needs_troubleshooting,cb4b8ed8fa3b
I tried to buy something over the Internet yesterday and got a declined error. I tried again today and got the same message. What is the issue?,needs_troubleshooting,1a241157f66b
How long does it take for a cash withdrawal to show?,other,51795c005892
i need a refund right away but the funds aren't available in my account,needs_troubleshooting,e756bf5017a1
How do I make more than one disposable card in a day?,card_queries_or_issues,a614a2dd3ac1
Fees for currency exchange,other,3ccd66665200
I think that there was an error in calculating the exchange rate.  I recently withdrew cash and received much less than expected.,needs_troubleshooting,a0c310c22841
"I have a question about ATM transactions. Can I take money out of an ATM when I'm traveling abroad? And, can I get the money in my home currancy?",needs_troubleshooting,000e50d286f3
"If I use a European bank card for top up, Do I get charged?",top_up_queries_or_issues,f6047527f077
How much is ok for me to top up with?,Top_up_queries_or_issues,4ee0c6936715
Need help with a stolen card.,card_queries_or_issues,2a4f85b4886b
When do I get my PIN?,card_queries_or_issues,73a3daffdcf2
I cant prove who I am,needs_troubleshooting,317eab494fd9
I found a direct debit I would like to dispute,needs_troubleshooting,876f8a8192d2
The withdrawal was declined I am unsure as to why this happened?,needs_troubleshooting,f042d55f07b8
"I am unhappy with my purchase, how do I cancel the order?",other,2c38a61f28fb
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and was declined?",needs_troubleshooting,1ffc50224f1c
Tell my why my top-up is pending.,top_up_queries_or_issues,465c8b89e229
What is your opinion on the exchange rate?,other,d10f167a5548
do i need to add money before i order a card,card_queries_or_issues,dfe432eba2ca
Can I exchange to EUR?,other,4f34281cfcda
I want to skip verification of my identity.,other,d555cf9eb5e9
How do I link one your card if I have one already?,card_queries_or_issues,047abbb3080c
cancel my account,other,374d7625d6ed
I see a direct debit transaction in my app that I didn't make.,needs_troubleshooting,ad1edbf5e07b
Are there ways for other people to send me money?,other,7c7ebbc8a767
I did a money transfer to my account and it is not showing there.,needs_troubleshooting,a23bc4be1efe
I deposited cash into my account and I'm having trouble seeing it on my account.,needs_troubleshooting,64e9df8e6c0a
How do I retrieve a trapped card from a ATM?,card_queries_or_issues,a34c20a56a71
Some idiot stole my card.,card_queries_or_issues,9abe954515aa
how do i dispute a payment I didnt make,needs_troubleshooting,70cd694d702f
I transferred money and it hasn't come yet,needs_troubleshooting,1c8b7a85a50f
Where is the money that I transferred.,needs_troubleshooting,d30d2fa4128f
"I need to make a transfer from Europe, how many days does this take?",other,fbcae0ad3271
I want to top up my account. What payment methods are supported?,card_queries_or_issues,85929939380a
I didn't get the right amount of  cash because of the exchange rate.,needs_troubleshooting,006223081d03
Will it cost extra to add money to an international card?,top_up_queries_or_issues,f6e3b8439cdf
What are the requirements to open an account for a minor?,other,b4b6763446b7
Please tell me how disposable virtual cards work?,card_queries_or_issues,5fda2eed3fab
I have a new card. How do I activate it?,card_queries_or_issues,e7dead8d31c2
"Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money.",needs_troubleshooting,6a7611167b61
I was declined a transfer,needs_troubleshooting,c70ae41ad187
Is there a fee for european bank cards?,top_up_queries_or_issues,8daa589c28d9
What do I need to know about topping up?,top_up_queries_or_issues,3ac29d264fa5
"I need to exchange between different currencies, like GBP and USD. Can I do that with your app?",other,a9af0f4d2aea
Someone transferred money to me and it doesn't show,other,3f8687e8d083
How can I periodically check the delivery of the card you sent?,card_queries_or_issues,dd2030a716ed
I don't know what's going on but all of my transfers keep getting declined. I have checked over the recipient details twice. These details are all correct.,needs_troubleshooting,79a961f13d43
What is the extra fee that showed up on my card?,needs_troubleshooting,c2bba825038d
Is there tracking info available?,card_queries_or_issues,1e761cd7971c
What cards do you support,card_queries_or_issues,37cd29d56984
When does a UK transfer show up?,needs_troubleshooting,1a9ea48cadd6
Can someone assist me with updating my account details with changing my last name?,other,0d50ddae8d7e
How can I get my PIN unblocked?,other,f508bf1f18b8
why hasn't my virtual card come yet?,,5adtc52fe9ee
My card was stolen,card_queries_or_issues,419d3fe11483
I have to verify the source of my funds,other,c42770400955
What do I have to do to get my virtual card?,card_queries_or_issues,aaea7b90c8f3
im not sure what this charge is for,needs_troubleshooting,d6326e5c9795
How does my top-up got cancelled?,top_up_queries_or_issues,b6f76057dd66
"If my top-up didn't transfer, what went wrong?",top_up_queries_or_issues,9973cbdaf29a
How do I do a successful transfer to an account?,needs_troubleshooting,02d75ca775b8
How long will my transfer be pending for?,other,15e5a8150a41
"I deposited some cash but it hasn't shown up in my account yet, what's going on?",needs_troubleshooting,19e50c7061ad
"My card arrived but I need to make it work in the app, how do I do that?",card_queries_or_issues,b6d06cd9887a
How long do I wait for my PIN,card_queries_or_issues,cf238135c1a8
My card is about to expire. What do I need to do?,card_queries_or_issues,45c8f596161e
Where do I pay with my card?,card_queries_or_issues,66a119d5d9fd
"It says that my payment is pending, what does that mean?",other,e3df8c1ffdeb
what is the virtual card,card_queries_or_issues,aeb593ff3dc9
Why is my top-up pending?,top_up_queries_or_issues,153be0db4349
I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?,other,ba682104e3e9
Please explain why my transfer attempt was declined. Thank you.,needs_troubleshooting,e0c17b0930a4
I need my card delivered as soon as possible.,other,57a11f8bc03d
My transfer to a beneficiary did not go through.  Why?,needs_troubleshooting,7deb6066ef0d
How does my identity get verified?,other,6d11a1126376
im not paying this transfer fee,other,7c37578675d3
There has been a transfer pending in my account and I wanted to know how long it is going to take to go  through.,other,1dc5ee96ae87
I got a notice from my app that I withdrew cash but I don't remember doing so. How do I fix this?,needs_troubleshooting,7a4a569eec82
What locations are you in?,other,0c199eca23b7
The exchange rate was not correct for the item I bought.,needs_troubleshooting,545840974103
This is very frustrating. I can't get my card to work on any ATM I try and I've tried 3 of them so far. What's going on? Can you please fix this issue immediately?,needs_troubleshooting,5f72376e6624
Why is my cash withdrawal still showing as pending?,other,374f92f3b18a
Foreign currency rates were put in wrong at an ATM i used.,needs_troubleshooting,a4c8bfffc0df
Did I do something incorrectly? Where is my top-up?,top_up_queries_or_issues,29aa73801201
Show me where to order my card.,card_queries_or_issues,e04195ce8153
I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.,other,096779bccd72
Why did a transfer get declined?,needs_troubleshooting,8c9c481787cf
My money is all gone. What ways are okay to add money to my account?,other,1d6f9f001559
"I'm not in the UK, can I still get a card?",other,a2fef5fbd5d0
Why can I not do a  transfer,needs_troubleshooting,d47f56cd1250
Are there any fees to get additional cards?,card_queries_or_issues,c5d0a402044b
What are the restrictions on auto top-up?,top_up_queries_or_issues,476833202827
"I deposited a cheque, why isn't my balance showing that I did?",needs_troubleshooting,be627ffe9c1a
What do you require for identification verification?,other,6c387cd23ae5
I am locked out from entering my pin.,other,107504004386
I have a withdrawal waiting to go through.,other,9de2ac1b1a66
Tell me if there are any top-up limits?,top_up_queries_or_issues,bfdc6f04fe26
I need an ATM right now!,other,6103677a5ef4
What is delivery speed to the United States?,other,80a69463251a
How long will it take to urgently transfer something to China?,other,5ebcd2a05f14
Please explain to me how to know where my funds are from.,other,a14a00ed3c2c
My card needs to be activated asap,card_queries_or_issues,9d4b76637948
"I have moved to a new house and set up a rent payment to my landlord, it was supposed to be in her account a few days ago but it hasn't arrived.  I definitely sent it to the right place, can you confirm where the money is?",needs_troubleshooting,f36e419a8ce2
Can my friends send me money?,other,58acac8ae014
Can I auto-top up?  How do I do it?,top_up_queries_or_issues,47c0e860adff
Is there a fee to top up a US card using a debit or credit card?,top_up_queries_or_issues,2c9cab8b724a
What does a 'pending payment' mean?,other,9093b4f573ce
My card doesn't seem to work.,card_queries_or_issues,ad78b33a7564
Why isn't my refund showing in my statement?,needs_troubleshooting,404e2cc7f4b3
I need to update my info.,other,6b056c938f4c
I did a transfer earlier but see that it failed to go through.,needs_troubleshooting,7d4bc9096367
Will you set a limit to my top-up?,top_up_queries_or_issues,681813cd04d8
Why is my card payment still pending? It should have gone through already.,other,3fb1309a534c
I would like to pay by cheque.,top_up_queries_or_issues,da4bf84c9816
There has been a charge pending on my account statement that I can't figue out it's for a dollar.,needs_troubleshooting,0bb46564d921
I was declined when trying to withdrawal cash!,needs_troubleshooting,6db66cb48110
Why was my cash withdrawal declined by the ATM?,needs_troubleshooting,b30f9ce904de
How long does a bank transfer take to show up in available funds?,needs_troubleshooting,3fab5cfd077f
terminate my account please,other,b3ca27716b29
What is the fee on my statement for?,needs_troubleshooting,51470bea5c0a
"I need to activate my card, how is that done?",card_queries_or_issues,b707901d4041
What are the reasons why a card payment would be declined?,other,00e82705ae49
Which countries does your service work in?,other,ae3b4b3af4cf
Why can I not transfer money into my account?,other,fe034356ada7
Which currencies can I use to add money?,card_queries_or_issues,9b2949075956
When shipped to the US how long is delivery time?,,abft4b6f7100
I entered in the wrong PIN.  Please help me unlock my account.,other,6f0b1ce2a485
is there a frequent currency discount?,other,f48da677a13e
what was the $1 fee i got,needs_troubleshooting,ca33e4764c4c
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,other,92c07a31324b
Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,needs_troubleshooting,7f844960c6e5
Why is  my  top  up for  my  new account  not  instant,,b47tb45edd66
A refund for a recent return has not arrived on my card.,needs_troubleshooting,dffd690d9554
Can I get some help activating my new card?,card_queries_or_issues,6585c3ae9e2a
Is there a list of ATMs that take this card?,other,7fecbf00c56f
I have a transfer waiting.,,cb9t59257b8f
i put money on my card and i dont see it on the balance,top_up_queries_or_issues,e8da83805fab
Does the PIN come under separate cover?,card_queries_or_issues,77f5ead13b93
My card don't work.,card_queries_or_issues,cda19bf14461
What is the refund process?,other,f59d60b3969e
I am not happy with your service and request that my account be terminated!,other,3736a00f4663
It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money.,needs_troubleshooting,57d58e11dd6a
What was the issue with my topping up?,,db1t4321cc60
I need to change my PIN.,other,619fcadfa855
Please provide me with the restrictions of the disposable cards.,card_queries_or_issues,f25258876414
Will there be a charge for sending out more cards?,card_queries_or_issues,0a23126cd825
Is there somewhere I can send a check to add to my account?,top_up_queries_or_issues,d1017ccd3100
I want a refund on this.,other,cbe2078f5524
I need a single use card for shopping online,card_queries_or_issues,6111b8eb3b43
How many disposable virtual cards can I have?,card_queries_or_issues,86be072f0d05
I found my old card. Can I link it back into the app?,card_queries_or_issues,47804b8901ff
Why am I unable to withdrawal cash?,needs_troubleshooting,7a97876adbe2
I dont have identification,needs_troubleshooting,ed415b78d500
I need to get my card quickly,other,6a2e06847f40
I've attempted to do a very standard transfer and have tried 5 times at this point. Can you tell me what the issue is? Is the system down?,needs_troubleshooting,fb1daa9dc0e0
Where is my refund? it appears to be missing.,needs_troubleshooting,f790e4d13069
Explain what the pending payment means?,other,92cd770ba659
I made a transaction at an atm and was charged extra for it.,needs_troubleshooting,f5fba9c86799
My card was stolen and used to make several purchases. Please freeze my card so no one can use it.,needs_troubleshooting,d96d66b519b8
I was trying to purchase something at the store today and my card has been declined.  Why has this happened?,other,176f55a197c5
My cheque is slow to cash,,60cta61d3df8
How long does it take to get money from Europe?,other,61e9d1e65ca8
Is there a list of ATM machines?,other,2ea055586d00
What is the delivery time for US?,other,4bd77d3a0cb6
Are there charges for using a bank card to top up,top_up_queries_or_issues,947c5fe46780
I need information explaining why my top-up failed to go through,top_up_queries_or_issues,8fbb593523de
"I would like to delete my account now, please.",other,7a54bdb8c381
What type of card can I get?,other,3d99b1a963b2
I was charged for something I didn't expect,other,99fde85ae37c
Why is the top-up I made still pending.,top_up_queries_or_issues,567c921f9a22
"Hi, I'm trying to transfer money from one country to another, but it's taking a long time! All the account information is right, so why is it taking so long?",other,84d156154be6
Is there a way to order a new card while in China?,card_queries_or_issues,e0ef392db69d
"Hey, my card was declined at an ATM in the city centre theatre. My account says the transaction is pending, though. I didn't get the money, though, so what does that mean?",other,2383b606d625
"I sent out money, but was charged extra for transferring. Why?",other,844c986b7374
How can I reset my PIN?,other,191b40604bfa
How can my new card be activated?,card_queries_or_issues,eecc27ba1b93
Where can money withdrawals be made?,other,e71072bcfea1
No Visa please. I want to continue with Mastercard.,other,c7f1638a94d7
My card was charged more than expected.,needs_troubleshooting,bdf804c68962
"Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important.",other,a5977b616946
I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate.,needs_troubleshooting,73cb189e0b64
Do you know why my card payment has been declined?,other,e29574261581
Can I have a duplicate second card?,card_queries_or_issues,79e4c4cdc3b9
How can I cancel a transfer I made,other,61c2a0aca4df
I do not know my passcode.,other,5b77e6ac584c
Can you unblock my pin after too many wrong pin attempts?,other,13659b281c31
I would like to use top-up with my Apple Pay.,other,74c86320b5f0
Do you offer disposable virtual cards too?,card_queries_or_issues,12752e0fa047
What is the fee for a foreign currency exchange?,other,bc4960f78778
Still waiting for transfer to be completed.,needs_troubleshooting,0521e1f1b6fc
I have an odd payment in my statement,needs_troubleshooting,5e5445e172f5
Why doesn't it work when I use American Express to try to add money to my account?,card_queries_or_issues,5c88d2c40fb4
I have an unauthorized charge.,needs_troubleshooting,a64c312c14e1
Can you tell me the status of my new card?,card_queries_or_issues,f2f134c135f9
Is there a limit on top-ups?,top_up_queries_or_issues,504b2f2dd62d
Why is there a €1 charge on my statement?,needs_troubleshooting,24bb03b723a7
Would I be able to get a second card?,card_queries_or_issues,af51874d0016
What businesses accept my card?,card_queries_or_issues,a00abce8ba04
How long will I have to wait for my new card?,other,2b9aa80837b4
There is a €1 extra fee in my statement,needs_troubleshooting,809013d0d515
Why has my deposit in the ATM not cleared yet?,other,ab62c93e7da5
How do I order a disposable virtual card?,card_queries_or_issues,cf830bf599d9
Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working.,other,239c8c9ca98e
Can I get a card even though I live in the US,other,49d82d287abb
"The other bank confirmed a transfer I made, but this account is not reflecting it yet.",needs_troubleshooting,e1d7556aed8a
"My ATM transaction shorted me on cash, and I think the exchange rate was wrong. Did I receive the correct rate?",needs_troubleshooting,ebb64a257db3
I would like to know why I was charged twice for my purchase.,needs_troubleshooting,0ba296eeb4f7
app doesnt think its me,needs_troubleshooting,7838d007d102
#,needs_troubleshooting,269te7a41982
Why isn't my refund showing up in my statement?,needs_troubleshooting,e54ee303ea16
How long does it take for an international transfer into my account?,needs_troubleshooting,e658c0799b40
"Which card would I get, Visa or Mastercard?",other,f8a12b4d3afd
I need a number of disposable cards everyday.,card_queries_or_issues,643db47c7dfb
Your company is lame. Shut down all my account services right now.,other,9b9cc3828642
There is a withdrawal on my account that I don't remember initiating.,needs_troubleshooting,f19be42ba08c
Can you tell me how do I get a card?,card_queries_or_issues,0611a660c7a7
Something's wrong my card won't work.,card_queries_or_issues,95a884862f5b
Is there a way I can get a Visa card?,other,54ae75f985a9
The top-up verification code is not visible.,top_up_queries_or_issues,d5ab4a72e632
Do you support direct deposits from my employer?,other,ab60ecd95340
There's a cash withdraw on my statement that I didn't make.,needs_troubleshooting,e2c855b0d3ab
My exchange rate isn't correct.,needs_troubleshooting,8fd2b3eae349
How come my cash withdrawal came with an unnecessary fee?!,needs_troubleshooting,8f69c81b0b46
How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately?,other,be8ad33a287d
I tried to pay contactless at the bus today and it didn't work. Any ideas why?,needs_troubleshooting,c4a58306ddf5
"I want to use my card, how would I activate it?",card_queries_or_issues,1478482b10bb
Are there any fees for top ups?,,023t574713cc
My transfer didn't arrive to the recipient,needs_troubleshooting,c6dd2b778268
I need to change my address,other,7a9931fe3c8a
Why has my payment not gone through?,other,3a3368154b77
"I want to add money but don't know what currencies you accept, can you tell me?",card_queries_or_issues,722734325c9e
Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account?,other,fec1472a1c34
Why was my ATM withdrawal cancelled?,needs_troubleshooting,850ab3aed9b3
My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,needs_troubleshooting,8815afb00aff
i live in the US can i still get a card?,other,356b77728982
Why does it show that my transfer is still pending?,other,71c89cde6e3b
"I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. How long do EU transfers actually take?",,4b8t6d4ec155
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",needs_troubleshooting,2d29593a1634
I want to cancel a transfer I just made.,other,69675d06bf35
The app reverted what I topped up.,top_up_queries_or_issues,c839ec6c7f41
What is the process for setting up and account for my child?,other,5f307df6c935
"I tried using my card and it kept getting declined, Why?",other,966b3760fa59
Why can't I make multiple payments with my virtual card?,needs_troubleshooting,840894593451
"Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening?",card_queries_or_issues,c2d79eb2f594
Will it automatically top-up or do I need to do that manually if there isn't much cash left?,top_up_queries_or_issues,0c319f063712
What areas are cards delivered to?,card_queries_or_issues,bffa0b014d38
Where can I do a cash withdrawal?,other,a56f0ca2b2d1
My card payment is still pending.,,768t1dd6ebc8
I would like to change my card PIN.,other,be63a97a766d
I tried using my credit card with top up but it didn't work! I thought it was supposed to?,top_up_queries_or_issues,98bcc8d28d76
Why would my top up be cancelled?,top_up_queries_or_issues,492700c5355c
I'm not sure what I need to verify my identity.,other,36623234fc2c
My card has gone missing.,card_queries_or_issues,b74a144ebe14
Could you explain your rules for ATM fees?,needs_troubleshooting,2572417e7387
"Can I check somewhere if there will be a fee on my payment or not? Seems you are charging in some cases, what's the pattern there?",needs_troubleshooting,bd27e957d0e8
Can you tell me how I would go about learning where my funds came from?,other,6ab40f6149d2
It won't let me activate my card.,card_queries_or_issues,fae9fc79971d
Why did my payment get declined?,needs_troubleshooting,40b606c4f433
"Hello, I am buying a flat and need the inital payment for the mortgage to go through. It keeps showing up as error, what is going on? Can you please help me make this transfer?",needs_troubleshooting,1ee5d6bcf10a
"I couldn't transfer money to my bank, why not?",needs_troubleshooting,9c6c0b8a237f
"My phone is lost I don't want someone to use my account, what can I do?",other,125923d046d0
Why do you need to verify my identity?,other,ee293e998002
I didn't cancel my top-up.,top_up_queries_or_issues,8eb14d1caf0c
I've got to have one of those virtual cards.,card_queries_or_issues,3ad738044c87
I cannot make transactions with my virtual card.,needs_troubleshooting,3449be0b639d
Oh no!  I lost my card!  Help!,card_queries_or_issues,d6c164236fb6
How can I change my PIN without going to the bank?,other,ed2366c1b1d0
"I haven't received my transfer funds yet, where are they?",other,598891b77fc2
Will you please help me get my card back?,card_queries_or_issues,8d60d1463650
When I top up what are the amoutn limits.,top_up_queries_or_issues,e5dde5ed9e95
What if I need to use GBP instead of USD?,other,2735217b714b
My transfer seems to be too expensive.,other,6a30f945cd8c
Can I have a discount if I exchange currency often?,other,aadd37d683ab
Am I getting charged for making a payment?,needs_troubleshooting,fcd3f05d4623
My ATM card isn't working for a withdrawl,needs_troubleshooting,134c442c48ea
I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_queries_or_issues,d8e241b9238d
How are cash withdrawals pending?,other,2fa3d875c600
In the App I see a payment that is not mine.,needs_troubleshooting,93011c301219
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,needs_troubleshooting,ebf380ed1574
Are virtual cards available to get?,card_queries_or_issues,66cafc96816f
What is the number of transactions for one disposable card?,,ae0t1d0af1d5
I'd like to order an additional card,card_queries_or_issues,b95d2bc5b958
My purchase from this morning still is pending.,other,ef4dda3d0220
How can I find a way to transfer money without it being rejected?,needs_troubleshooting,bd1941dd7f19
How long does it take for me to get my new card?,card_queries_or_issues,a3ec00cefc47
"Hey there, I just went through my most recent credit card payments and I notice the same charge for a restaurant was processed twice. There was only one meal at this place, so I would like one of the charges to be reversed and my money to be put back in the account.",needs_troubleshooting,ff787a734ebd
I think that my card has been stolen!,card_queries_or_issues,f3c93c6de32b
Would I have to pay anything if I need an additional card?,card_queries_or_issues,323a08979046
Looks like my top up failed.,top_up_queries_or_issues,3c025fd3199d
I'm having difficulty verifying my identity.,needs_troubleshooting,900ca2d438cf
Where do I go to unblock my PIN?,other,325b42032ce6
I attempted to get money in cash but it was refused!,needs_troubleshooting,3c2f392cf520
I tried making an update to my balance using cheque just yesterday but it doesn't appear to have worked. Should this not be a faster process? I need you to please check over my account because something has went wrong.,needs_troubleshooting,6da9aebe0dc4
"I've use my accounts all the time to manage my payments for my place abroad that I just got. I now see that I suddenly have new fees.I'm a frequent customer, so why are you charging me new fees instead of rewarding me?",other,921339d9236e
Where can I get a physical card?,card_queries_or_issues,bc6781eb2cd3
Why won't my card accept any transactions?,card_queries_or_issues,7acc035c2d6c
Help me.  My phone has been lost or stolen!,other,ded3f391d7c3
Is it acceptable to use either Visa or Mastercard?,,5dbtbeb43edd
I believe my card payment has reverted,card_queries_or_issues,3b617b61a8f6
Is there a way to transfer funds directly from my card?,top_up_queries_or_issues,bdb0b01244f8
"I don't know why the deposit I made a week ago still hasn't showed up, I really need the money now.",needs_troubleshooting,52c946a5aef9
What are the sources for the funds in my account?,other,3c2e9c683f83
How do I report my card as lost or stolen?,card_queries_or_issues,60db5ced38bb
Do I pay extra for exchange?,other,0ed276891146
Do you have the best exchange rate?,other,467844872967
Is it possible to get a card if I'm not in the UK?,other,c2a1759bc29a
"I did what you told me earlier and contacted the seller for a refund directly, but nothing is happening! It's been a week and I still haven't got anything. Please just give me back my money",needs_troubleshooting,bd409e3a9da9
Do I need a disposable card?,card_queries_or_issues,8411dcd30757
how much does it cost to add money,top_up_queries_or_issues,da749bd5e2fd
I was charged $1 in a transaction.,needs_troubleshooting,e0756a11b504
My transfer failed to a beneficiary,needs_troubleshooting,9895a982530e
How do I set a new pin?,other,0a133f899d7a
"I would like to close my account, as I'm not happy.",other,f893f0317a76
I live in the UK. Can I get a card?,other,08887b40d476
How long does it take for a refund?,needs_troubleshooting,0783b751fe56
"How long does it take for transfers to process?  I sent funds to a friend, and she says that she has not yet received anything.",needs_troubleshooting,350fa248df21
I'm interested in getting a virtual card.  How do I get one?,card_queries_or_issues,9f798db66fd3
My top-up is taking a while to process!,top_up_queries_or_issues,957818dc58f5
Do I have to pay for a second card?,card_queries_or_issues,f2a81202d23c
Can someone assist me with explaining how I can unblock my pin?,,1fat6d5286df
I don't see a money transfer yet,other,e8961106f176
There is a repeat charge for the same item,needs_troubleshooting,b551047508da
Where can I go to get my PIN unblocked?,other,75c2fa08cab1
Why hasn't arrived yet a transaction I did to my friend?,needs_troubleshooting,34130af43402
I wasn't allowed to transfer to my account,needs_troubleshooting,070f5dc5332a
Can I use my card for payment all over the world?,card_queries_or_issues,1e33edcec510
What happened to my top-up? I think it was cancelled.,top_up_queries_or_issues,6042ed0a190e
wheres my pin,card_queries_or_issues,9cd30816a091
Is my card actually working? It's the first time I tried using it,needs_troubleshooting,49c2cf43f626
What do I need to verify my identity,other,d0bd573454f8
"Someone stole my card. I need to report it stolen. I made a police report already, but how do I report it with you?",card_queries_or_issues,c3750713657f
Is there a way I can get my ATM card back from the machine?,card_queries_or_issues,5435a155b593
I want to top up my account. Can I do it with Google Pay?,other,975e7f8e3ae7
I have completed a transfer but it is not showing up.,needs_troubleshooting,b51ce6275547
My foreign currency exchange has been applied incorrectly.,needs_troubleshooting,7cdbea1cd5c8
"Since I got married, I need to change my name.",other,2be3ef19210c
How can I get my card out of the ATM?,card_queries_or_issues,cfb1ad730125
I have a new card. How do I activate it?,card_queries_or_issues,e7dead8d31c2
"my cash withdrawal is pending, why?",other,1d9951cd5423
Why can I not make a transfer?,needs_troubleshooting,584ead38dbef
Will you charge me for exchanging foreign currencies?,other,0468fd3945b8
The exchange rate is bad. Are you sure this is the exchange rate?,needs_troubleshooting,30f02c789c65
Can it automatically top-up money if there isn't much left?,top_up_queries_or_issues,e65dc91323ef
I have a payment that is still pending,other,a32b10f1daa9
"Hello-Can you please help me get a refund from this merchant?  I ordered a product and would like to return it. I have been unsuccessful in getting the merchant to return my request for the past several days.  I understand it can take up to 45 days to process the dispute and issue a refund, however, if this can be expedited faster it would be very helpful to me.",other,89fb1366ffcc
Can I cancel a transfer if is already processed?,other,335af9f11cbb
What has to be done to verify my identity?,other,979b03ed7c09
One of my card payments has reverted,card_queries_or_issues,52d223912183
What is the extra  €1 fee in my statement,needs_troubleshooting,a1e0dd719d49
How do I open an account for my children?,other,faeffddc2fdd
What is the extra €1 on my statement for?,needs_troubleshooting,4bbb866e794e
Why do you need to check my identity?,other,b1e167ff281c
I made a transfer recently but it has not changed on my dashboard.,other,451995dcb150
I deposited money but my balance hasn't been updated yet.,needs_troubleshooting,7297c4940db1
Where can i find my top-up verification code?,top_up_queries_or_issues,be8b65e15432
"I signed up, but don't have a PIN. Where can I find it?",card_queries_or_issues,a209e88312d5
I want to know how many different currencies my money can be in,other,19d1d73fb768
Are there any hindrances to using a disposable virtual card?,card_queries_or_issues,e2aa4331b34b
I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please?,,58ft46136a76
Is it possible for a friend to personally send me a payment?,other,32acb44a071a
I need help- I got mugged yesterday and they took everything so I can't use the app.,other,2390d612dda5
I've tried using my card multiple times and it keeps getting declined.,,af8t6e86cd8b
how much is it to exchange currency,other,491bcce7c172
Is there a way to use a cheque to top up my account?,top_up_queries_or_issues,bbc2ed279060
Is it possible for me to track the card is was mailed to me?,card_queries_or_issues,741f1c3a820c
How do I go about activating my new card?,card_queries_or_issues,797329ba54d9
The cash I deposited using the ATM is still pending,other,ab41cce9f586
How many days does a transfer from the US take?,other,77c62296679b
My card's expiration date is close.,card_queries_or_issues,a0b1005a95e2
Why is my transfer more expensive than I thought?,other,44dae726efa5
"Please delete my account, this company is not working for me!",other,262e861b81df
I'm trying to transfer money to another country. It's just pending and not sending. My account details are correct. Please help me.,other,0a4412ab286d
Someone else used my card to withdraw cash from an ATM,needs_troubleshooting,17c832e33434
Why will my transfer not go through?!  Keep getting an error message.,needs_troubleshooting,af70b7c36562
"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",needs_troubleshooting,2315d81a5c11
